Side_A,Side_B,Side_C,Triangle_Type
42.0,42.0,39.0,Isosceles
87.0,65.0,65.0,Isosceles
93.0,93.0,69.0,Isosceles
27.0,27.0,32.0,Isosceles
85.0,85.0,82.0,Isosceles
70.72,19.28,19.28,Isosceles
36.74,36.74,42.0,Isosceles
13.0,13.0,38.33,Isosceles
71.0,71.0,37.0,Isosceles
86.0,46.0,46.0,Isosceles
61.0,93.98,93.98,Isosceles
2.78,2.78,47.0,Isosceles
32.78,32.78,57.0,Isosceles
24.51,24.51,68.0,Isosceles
65.0,84.0,84.0,Isosceles
42.0,23.0,23.0,Isosceles
91.0,68.53,68.53,Isosceles
52.0,41.0,41.0,Isosceles
19.0,19.0,94.0,Isosceles
41.0,98.0,98.0,Isosceles
45.0,45.0,6.0,Isosceles
82.0,42.0,42.0,Isosceles
73.0,73.0,55.0,Isosceles
74.6,74.6,97.14,Isosceles
15.0,17.0,17.0,Isosceles
85.56,93.0,93.0,Isosceles
68.0,68.0,62.97,Isosceles
20.0,36.0,36.0,Isosceles
87.0,87.0,67.0,Isosceles
22.0,22.0,28.0,Isosceles
25.0,25.0,42.0,Isosceles
65.0,65.0,89.0,Isosceles
11.96,11.96,74.0,Isosceles
14.0,81.0,81.0,Isosceles
36.0,36.0,41.39,Isosceles
27.0,27.0,100.0,Isosceles
25.0,18.0,18.0,Isosceles
98.0,34.75,34.75,Isosceles
23.0,23.0,68.0,Isosceles
50.0,50.0,72.0,Isosceles
41.0,41.0,11.13,Isosceles
60.0,60.0,54.0,Isosceles
79.0,55.18,55.18,Isosceles
78.48,78.48,6.0,Isosceles
3.0,3.0,25.0,Isosceles
61.0,73.0,73.0,Isosceles
28.0,28.75,28.75,Isosceles
91.0,91.0,54.0,Isosceles
74.26,74.26,84.0,Isosceles
57.32,19.0,19.0,Isosceles
43.0,71.06,71.06,Isosceles
63.0,63.0,15.0,Isosceles
1.0,15.0,15.0,Isosceles
10.28,32.0,32.0,Isosceles
39.0,80.0,80.0,Isosceles
85.0,85.0,86.0,Isosceles
65.0,23.0,23.0,Isosceles
47.0,32.0,32.0,Isosceles
24.15,24.15,50.0,Isosceles
46.63,26.0,26.0,Isosceles
28.0,21.8,21.8,Isosceles
71.0,63.4,63.4,Isosceles
4.21,56.0,56.0,Isosceles
3.0,3.0,23.0,Isosceles
92.0,48.0,48.0,Isosceles
3.0,3.0,67.0,Isosceles
56.0,56.0,31.0,Isosceles
46.25,96.0,96.0,Isosceles
1.0,1.0,78.8,Isosceles
74.0,74.0,56.5,Isosceles
30.0,30.0,4.0,Isosceles
36.49,97.0,97.0,Isosceles
44.0,15.85,15.85,Isosceles
30.0,30.0,93.0,Isosceles
67.0,67.0,87.0,Isosceles
31.0,57.09,57.09,Isosceles
12.0,12.0,67.0,Isosceles
69.0,59.0,59.0,Isosceles
63.0,63.0,56.0,Isosceles
100.0,100.0,25.0,Isosceles
99.0,99.0,16.0,Isosceles
39.0,39.0,5.0,Isosceles
31.0,95.0,95.0,Isosceles
12.0,5.16,5.16,Isosceles
27.0,27.0,82.0,Isosceles
83.63,83.63,16.0,Isosceles
10.0,96.36,96.36,Isosceles
37.0,38.0,38.0,Isosceles
22.0,28.0,28.0,Isosceles
68.0,2.0,2.0,Isosceles
36.0,41.0,41.0,Isosceles
13.81,13.81,94.0,Isosceles
18.0,18.0,24.94,Isosceles
32.0,32.0,70.0,Isosceles
55.76,46.0,46.0,Isosceles
36.0,36.0,29.0,Isosceles
71.0,71.0,46.0,Isosceles
40.0,32.61,32.61,Isosceles
32.0,1.0,1.0,Isosceles
11.0,30.0,30.0,Isosceles
26.87,11.0,11.0,Isosceles
44.22,44.22,43.42,Isosceles
53.0,66.0,66.0,Isosceles
96.0,60.0,60.0,Isosceles
12.0,15.0,15.0,Isosceles
61.0,14.0,14.0,Isosceles
5.7,5.7,54.0,Isosceles
41.0,69.0,69.0,Isosceles
86.0,58.0,58.0,Isosceles
83.0,52.0,52.0,Isosceles
23.28,50.0,50.0,Isosceles
47.03,90.0,90.0,Isosceles
26.0,72.0,72.0,Isosceles
27.92,27.92,57.0,Isosceles
42.0,42.0,68.0,Isosceles
33.0,89.0,89.0,Isosceles
79.0,79.0,89.65,Isosceles
44.0,44.0,51.0,Isosceles
84.0,84.0,58.0,Isosceles
78.0,73.0,73.0,Isosceles
93.0,29.0,29.0,Isosceles
30.0,49.22,49.22,Isosceles
77.0,77.0,98.0,Isosceles
6.54,6.54,26.06,Isosceles
61.0,61.0,36.0,Isosceles
81.0,32.67,32.67,Isosceles
22.0,97.0,97.0,Isosceles
32.0,32.0,76.0,Isosceles
63.67,63.67,68.0,Isosceles
69.0,69.0,74.0,Isosceles
39.61,39.61,20.0,Isosceles
26.0,26.0,38.53,Isosceles
60.0,93.0,93.0,Isosceles
81.0,99.0,99.0,Isosceles
38.41,19.95,19.95,Isosceles
8.44,8.44,12.0,Isosceles
13.0,22.0,22.0,Isosceles
9.0,39.0,39.0,Isosceles
51.0,63.0,63.0,Isosceles
62.0,57.0,57.0,Isosceles
70.0,93.0,93.0,Isosceles
98.0,9.0,9.0,Isosceles
69.0,43.0,43.0,Isosceles
42.0,42.0,52.0,Isosceles
31.0,31.0,99.66,Isosceles
70.0,70.0,35.0,Isosceles
15.0,15.0,51.78,Isosceles
94.0,52.0,52.0,Isosceles
79.0,79.0,92.07,Isosceles
20.47,73.0,73.0,Isosceles
14.0,34.11,34.11,Isosceles
90.12,36.0,36.0,Isosceles
48.0,48.0,31.0,Isosceles
22.0,22.0,25.0,Isosceles
73.0,73.0,13.0,Isosceles
46.0,94.0,94.0,Isosceles
20.0,46.0,46.0,Isosceles
54.4,25.0,25.0,Isosceles
39.0,71.0,71.0,Isosceles
85.0,85.0,26.0,Isosceles
11.0,29.0,29.0,Isosceles
30.0,30.0,52.0,Isosceles
56.0,56.0,13.0,Isosceles
55.26,58.0,58.0,Isosceles
65.0,69.0,69.0,Isosceles
39.0,39.0,77.0,Isosceles
41.0,23.0,23.0,Isosceles
82.0,82.0,51.0,Isosceles
93.0,83.0,83.0,Isosceles
6.64,6.64,10.0,Isosceles
33.76,33.76,1.13,Isosceles
26.0,21.0,21.0,Isosceles
95.57,61.0,61.0,Isosceles
82.0,66.0,66.0,Isosceles
32.15,32.15,29.0,Isosceles
79.73,40.0,40.0,Isosceles
19.0,35.0,35.0,Isosceles
9.0,12.0,12.0,Isosceles
69.0,26.06,26.06,Isosceles
96.0,85.97,85.97,Isosceles
12.54,12.54,5.0,Isosceles
93.0,57.0,57.0,Isosceles
1.0,61.83,61.83,Isosceles
68.0,46.0,46.0,Isosceles
51.53,51.53,70.0,Isosceles
16.0,52.0,52.0,Isosceles
5.0,95.0,95.0,Isosceles
23.49,23.49,71.0,Isosceles
76.0,76.0,87.0,Isosceles
69.0,41.0,41.0,Isosceles
20.0,7.0,7.0,Isosceles
10.0,10.0,46.0,Isosceles
25.19,25.19,90.0,Isosceles
63.06,63.06,45.34,Isosceles
36.0,36.0,97.0,Isosceles
79.0,79.0,90.0,Isosceles
42.0,42.0,11.05,Isosceles
95.0,95.0,44.78,Isosceles
58.36,4.0,4.0,Isosceles
90.36,68.0,68.0,Isosceles
79.0,97.0,97.0,Isosceles
31.0,71.0,71.0,Isosceles
7.0,7.0,44.95,Isosceles
51.0,34.0,34.0,Isosceles
44.0,44.0,7.0,Isosceles
3.0,3.0,42.0,Isosceles
95.0,80.0,80.0,Isosceles
39.39,47.0,47.0,Isosceles
28.0,84.29,84.29,Isosceles
90.0,6.56,6.56,Isosceles
37.0,78.91,78.91,Isosceles
2.0,89.0,89.0,Isosceles
16.0,16.0,49.0,Isosceles
99.0,99.0,80.0,Isosceles
35.18,41.0,41.0,Isosceles
41.26,5.0,5.0,Isosceles
90.14,53.0,53.0,Isosceles
60.0,60.0,41.03,Isosceles
80.0,80.0,88.49,Isosceles
48.0,48.0,87.0,Isosceles
61.0,37.0,37.0,Isosceles
69.61,40.75,40.75,Isosceles
73.0,73.0,27.0,Isosceles
88.0,84.15,84.15,Isosceles
54.0,67.0,67.0,Isosceles
82.2,73.0,73.0,Isosceles
9.0,67.29,67.29,Isosceles
92.0,9.78,9.78,Isosceles
31.0,43.0,43.0,Isosceles
43.0,43.0,71.0,Isosceles
62.11,5.0,5.0,Isosceles
33.0,27.0,27.0,Isosceles
56.0,56.0,29.0,Isosceles
91.0,91.0,61.0,Isosceles
28.93,10.0,10.0,Isosceles
25.99,79.0,79.0,Isosceles
73.91,73.91,24.0,Isosceles
37.0,37.0,46.0,Isosceles
96.0,96.0,14.0,Isosceles
51.41,51.0,51.0,Isosceles
92.0,13.83,13.83,Isosceles
66.0,1.74,1.74,Isosceles
77.65,70.2,70.2,Isosceles
70.0,83.0,83.0,Isosceles
47.0,47.0,85.96,Isosceles
41.12,41.12,16.0,Isosceles
84.85,37.0,37.0,Isosceles
96.0,96.0,59.08,Isosceles
75.0,89.0,89.0,Isosceles
57.0,28.0,28.0,Isosceles
61.0,33.0,33.0,Isosceles
37.0,14.0,14.0,Isosceles
27.0,10.0,10.0,Isosceles
43.0,61.0,61.0,Isosceles
26.0,26.0,80.0,Isosceles
16.0,16.0,10.0,Isosceles
20.22,20.22,62.07,Isosceles
37.0,70.0,70.0,Isosceles
65.0,65.0,63.0,Isosceles
51.0,51.0,78.53,Isosceles
30.0,30.0,39.0,Isosceles
90.0,90.0,66.0,Isosceles
16.0,88.05,88.05,Isosceles
88.78,56.58,56.58,Isosceles
72.0,80.0,80.0,Isosceles
39.01,46.0,46.0,Isosceles
44.0,69.44,69.44,Isosceles
87.0,69.0,69.0,Isosceles
28.0,28.0,98.0,Isosceles
81.0,81.0,5.0,Isosceles
91.4,10.2,10.2,Isosceles
34.0,34.0,82.69,Isosceles
43.0,43.0,75.0,Isosceles
70.0,70.0,36.0,Isosceles
23.0,23.0,66.0,Isosceles
37.61,37.61,21.09,Isosceles
91.16,91.16,59.0,Isosceles
13.0,81.0,81.0,Isosceles
17.0,61.0,61.0,Isosceles
12.0,30.0,30.0,Isosceles
61.0,95.0,95.0,Isosceles
89.04,89.04,80.02,Isosceles
53.0,100.0,100.0,Isosceles
36.0,82.0,82.0,Isosceles
44.47,63.0,63.0,Isosceles
10.35,10.35,67.0,Isosceles
22.0,22.0,2.0,Isosceles
41.0,41.0,52.0,Isosceles
69.0,90.0,90.0,Isosceles
13.0,42.0,42.0,Isosceles
6.09,40.0,40.0,Isosceles
5.06,5.06,28.0,Isosceles
96.0,96.0,81.0,Isosceles
93.0,93.0,21.0,Isosceles
98.12,4.0,4.0,Isosceles
67.0,67.0,66.0,Isosceles
87.0,52.0,52.0,Isosceles
6.0,6.0,4.3,Isosceles
5.0,37.39,37.39,Isosceles
8.03,8.03,79.0,Isosceles
77.0,8.96,8.96,Isosceles
50.0,72.52,72.52,Isosceles
50.0,58.0,58.0,Isosceles
44.0,22.0,22.0,Isosceles
93.0,83.29,83.29,Isosceles
21.0,78.0,78.0,Isosceles
69.0,84.0,84.0,Isosceles
78.0,78.0,14.0,Isosceles
52.0,52.0,60.0,Isosceles
66.11,62.0,62.0,Isosceles
7.25,7.25,13.0,Isosceles
23.78,23.78,83.0,Isosceles
35.08,54.0,54.0,Isosceles
93.0,93.0,89.0,Isosceles
73.39,73.39,4.0,Isosceles
88.0,27.04,27.04,Isosceles
50.0,8.51,8.51,Isosceles
30.0,66.99,66.99,Isosceles
48.0,48.0,45.0,Isosceles
69.0,69.0,98.88,Isosceles
92.25,41.99,41.99,Isosceles
67.0,44.0,44.0,Isosceles
22.0,22.0,64.3,Isosceles
59.11,59.11,10.0,Isosceles
100.0,100.0,56.0,Isosceles
50.21,28.26,28.26,Isosceles
4.0,4.0,16.0,Isosceles
7.0,52.0,52.0,Isosceles
89.42,89.42,35.66,Isosceles
8.92,42.28,42.28,Isosceles
15.0,15.0,49.0,Isosceles
25.0,25.0,6.58,Isosceles
33.0,33.0,79.0,Isosceles
49.0,9.0,9.0,Isosceles
73.0,73.0,50.0,Isosceles
59.0,59.0,18.0,Isosceles
26.0,9.0,9.0,Isosceles
9.0,39.0,39.0,Isosceles
12.0,12.0,55.0,Isosceles
87.89,87.89,11.0,Isosceles
22.0,100.0,100.0,Isosceles
71.0,43.0,43.0,Isosceles
57.0,55.0,55.0,Isosceles
45.0,71.0,71.0,Isosceles
87.0,84.77,84.77,Isosceles
3.15,3.15,10.0,Isosceles
4.0,4.0,95.0,Isosceles
98.77,1.0,1.0,Isosceles
28.0,28.0,59.0,Isosceles
3.12,33.0,33.0,Isosceles
48.0,59.0,59.0,Isosceles
35.0,35.0,31.22,Isosceles
65.0,77.0,77.0,Isosceles
88.0,90.0,90.0,Isosceles
52.0,52.0,26.0,Isosceles
25.81,35.0,35.0,Isosceles
65.25,40.0,40.0,Isosceles
28.59,32.0,32.0,Isosceles
69.0,69.0,29.58,Isosceles
29.78,96.0,96.0,Isosceles
56.0,56.0,97.0,Isosceles
11.0,23.0,23.0,Isosceles
5.0,25.0,25.0,Isosceles
97.0,97.0,38.0,Isosceles
43.0,89.0,89.0,Isosceles
55.0,55.0,51.0,Isosceles
99.0,81.0,81.0,Isosceles
28.78,28.78,22.0,Isosceles
63.0,63.0,2.0,Isosceles
64.0,32.0,32.0,Isosceles
83.0,81.59,81.59,Isosceles
26.0,19.0,19.0,Isosceles
5.0,5.0,10.14,Isosceles
99.0,99.0,54.0,Isosceles
38.0,33.47,33.47,Isosceles
20.0,16.0,16.0,Isosceles
59.0,59.0,78.0,Isosceles
59.0,59.0,40.14,Isosceles
98.0,98.0,98.0,Isosceles
14.0,14.0,33.0,Isosceles
39.94,31.0,31.0,Isosceles
6.0,6.0,35.0,Isosceles
98.0,98.0,71.36,Isosceles
48.42,67.0,67.0,Isosceles
27.52,27.52,4.0,Isosceles
40.0,40.0,4.0,Isosceles
87.0,87.0,12.14,Isosceles
51.0,51.0,92.07,Isosceles
80.0,28.0,28.0,Isosceles
88.83,26.0,26.0,Isosceles
67.0,9.0,9.0,Isosceles
91.0,91.0,38.0,Isosceles
5.0,5.0,17.0,Isosceles
33.0,86.0,86.0,Isosceles
46.81,46.81,57.0,Isosceles
76.85,94.0,94.0,Isosceles
42.89,64.0,64.0,Isosceles
23.22,23.22,10.0,Isosceles
99.0,64.0,64.0,Isosceles
23.0,56.0,56.0,Isosceles
43.0,10.0,10.0,Isosceles
32.0,32.0,93.0,Isosceles
54.0,54.0,49.0,Isosceles
15.0,15.0,18.0,Isosceles
100.0,100.0,66.0,Isosceles
75.0,60.0,60.0,Isosceles
23.0,97.0,97.0,Isosceles
2.0,2.0,18.0,Isosceles
99.0,99.0,96.2,Isosceles
65.42,33.0,33.0,Isosceles
63.64,94.14,94.14,Isosceles
29.0,29.0,12.0,Isosceles
36.0,36.0,28.65,Isosceles
77.0,70.0,70.0,Isosceles
23.0,99.0,99.0,Isosceles
100.0,76.5,76.5,Isosceles
73.0,73.0,22.0,Isosceles
89.0,89.0,83.0,Isosceles
96.0,96.0,7.41,Isosceles
51.0,51.0,76.66,Isosceles
95.0,33.0,33.0,Isosceles
23.44,18.0,18.0,Isosceles
56.0,56.0,29.0,Isosceles
26.83,26.83,12.0,Isosceles
71.0,52.0,52.0,Isosceles
64.0,64.0,95.0,Isosceles
45.0,45.0,16.0,Isosceles
77.0,77.0,30.58,Isosceles
12.0,12.0,43.0,Isosceles
79.0,79.0,99.0,Isosceles
86.0,89.0,89.0,Isosceles
54.92,54.92,95.16,Isosceles
79.9,63.67,63.67,Isosceles
91.14,79.0,79.0,Isosceles
30.63,30.63,11.37,Isosceles
80.06,80.06,64.67,Isosceles
27.58,27.58,88.0,Isosceles
4.67,14.0,14.0,Isosceles
48.0,48.0,90.0,Isosceles
94.0,37.0,37.0,Isosceles
7.48,83.0,83.0,Isosceles
50.0,71.0,71.0,Isosceles
24.0,24.0,57.0,Isosceles
42.0,42.0,93.69,Isosceles
2.0,30.66,30.66,Isosceles
52.48,52.48,51.0,Isosceles
25.52,76.0,76.0,Isosceles
92.81,92.81,13.0,Isosceles
75.0,23.02,23.02,Isosceles
71.38,71.38,76.0,Isosceles
6.0,6.0,93.19,Isosceles
32.0,32.0,54.0,Isosceles
44.0,44.0,63.0,Isosceles
54.0,54.0,59.0,Isosceles
64.0,64.0,26.84,Isosceles
38.0,38.0,81.0,Isosceles
67.0,67.0,51.0,Isosceles
85.0,85.0,34.0,Isosceles
94.0,94.0,89.0,Isosceles
5.0,51.0,51.0,Isosceles
79.0,79.0,12.0,Isosceles
70.0,10.0,10.0,Isosceles
25.0,25.0,14.0,Isosceles
32.8,28.0,28.0,Isosceles
45.29,14.0,14.0,Isosceles
43.0,88.0,88.0,Isosceles
9.0,39.83,39.83,Isosceles
64.0,17.0,17.0,Isosceles
65.0,6.5,6.5,Isosceles
14.0,14.0,31.0,Isosceles
5.0,57.7,57.7,Isosceles
16.0,16.0,20.0,Isosceles
17.0,17.0,83.0,Isosceles
51.0,51.0,60.0,Isosceles
84.0,84.0,32.35,Isosceles
36.0,98.0,98.0,Isosceles
59.0,9.0,9.0,Isosceles
96.29,96.29,52.0,Isosceles
99.0,99.0,53.0,Isosceles
63.69,63.69,79.0,Isosceles
82.0,78.0,78.0,Isosceles
88.0,45.0,45.0,Isosceles
51.0,26.37,26.37,Isosceles
47.0,47.0,63.0,Isosceles
3.0,3.0,19.0,Isosceles
29.99,44.0,44.0,Isosceles
55.0,55.0,28.0,Isosceles
43.0,43.0,28.0,Isosceles
9.0,9.0,79.0,Isosceles
87.0,87.0,75.44,Isosceles
21.0,21.0,88.0,Isosceles
90.14,71.0,71.0,Isosceles
85.0,85.0,36.89,Isosceles
93.0,93.0,45.0,Isosceles
81.0,76.0,76.0,Isosceles
7.0,49.0,49.0,Isosceles
42.0,93.0,93.0,Isosceles
17.0,36.0,36.0,Isosceles
6.5,25.0,25.0,Isosceles
31.92,31.92,48.0,Isosceles
18.0,63.38,63.38,Isosceles
58.56,35.8,35.8,Isosceles
17.0,91.0,91.0,Isosceles
37.0,37.0,13.2,Isosceles
7.0,21.0,21.0,Isosceles
55.0,55.0,60.0,Isosceles
80.0,35.0,35.0,Isosceles
39.0,85.85,85.85,Isosceles
29.0,29.0,25.0,Isosceles
55.0,51.0,51.0,Isosceles
46.0,34.0,34.0,Isosceles
24.0,48.0,48.0,Isosceles
13.0,13.0,89.14,Isosceles
95.0,95.0,82.0,Isosceles
18.0,87.0,87.0,Isosceles
2.0,2.0,31.65,Isosceles
65.0,65.0,24.0,Isosceles
61.0,14.31,14.31,Isosceles
3.0,63.0,63.0,Isosceles
71.0,71.0,90.57,Isosceles
60.0,75.41,75.41,Isosceles
41.74,100.0,100.0,Isosceles
50.58,50.58,93.15,Isosceles
41.0,41.0,87.0,Isosceles
78.65,17.0,17.0,Isosceles
7.0,7.0,62.33,Isosceles
61.0,61.0,94.37,Isosceles
65.0,65.0,97.0,Isosceles
43.55,76.89,76.89,Isosceles
74.82,74.82,82.0,Isosceles
5.43,52.35,52.35,Isosceles
4.0,16.0,16.0,Isosceles
8.0,8.0,85.0,Isosceles
67.0,67.0,68.0,Isosceles
25.0,39.87,39.87,Isosceles
72.0,44.0,44.0,Isosceles
90.0,90.0,75.0,Isosceles
43.0,43.0,89.0,Isosceles
52.0,46.0,46.0,Isosceles
31.96,69.0,69.0,Isosceles
89.0,72.3,72.3,Isosceles
18.55,78.0,78.0,Isosceles
50.0,38.0,38.0,Isosceles
8.0,8.0,93.51,Isosceles
62.0,63.0,63.0,Isosceles
28.0,25.5,25.5,Isosceles
19.0,65.0,65.0,Isosceles
13.0,13.0,84.0,Isosceles
30.0,30.0,75.0,Isosceles
71.32,4.0,4.0,Isosceles
15.0,15.0,45.0,Isosceles
5.04,80.0,80.0,Isosceles
71.0,71.0,6.0,Isosceles
36.88,36.88,51.0,Isosceles
9.41,9.41,69.0,Isosceles
46.54,72.3,72.3,Isosceles
35.0,69.9,69.9,Isosceles
13.04,98.3,98.3,Isosceles
48.0,64.0,64.0,Isosceles
38.0,38.0,98.32,Isosceles
77.0,35.0,35.0,Isosceles
32.0,48.0,48.0,Isosceles
67.0,67.0,3.0,Isosceles
9.0,32.0,32.0,Isosceles
96.0,96.0,50.0,Isosceles
77.0,77.0,65.85,Isosceles
58.0,62.0,62.0,Isosceles
6.0,12.0,12.0,Isosceles
33.47,33.47,2.14,Isosceles
44.0,44.0,44.0,Isosceles
15.73,15.73,21.0,Isosceles
34.0,24.21,24.21,Isosceles
94.58,94.58,95.0,Isosceles
62.0,87.58,87.58,Isosceles
62.79,62.79,43.88,Isosceles
55.95,55.95,91.73,Isosceles
82.0,82.0,68.0,Isosceles
68.0,1.58,1.58,Isosceles
47.0,84.96,84.96,Isosceles
88.0,88.0,60.0,Isosceles
12.0,94.0,94.0,Isosceles
97.0,97.0,2.0,Isosceles
69.0,82.15,82.15,Isosceles
84.0,35.0,35.0,Isosceles
81.0,20.0,20.0,Isosceles
91.0,91.0,91.0,Isosceles
13.0,24.0,24.0,Isosceles
57.0,57.0,6.0,Isosceles
95.0,95.0,52.0,Isosceles
93.0,93.0,11.0,Isosceles
84.0,84.0,82.01,Isosceles
10.0,10.0,9.67,Isosceles
44.84,44.84,74.88,Isosceles
59.0,59.0,95.0,Isosceles
74.0,19.0,19.0,Isosceles
76.0,6.91,6.91,Isosceles
37.15,37.15,49.0,Isosceles
30.0,29.68,29.68,Isosceles
94.17,60.98,60.98,Isosceles
3.0,21.92,21.92,Isosceles
25.0,94.0,94.0,Isosceles
22.0,22.0,26.05,Isosceles
47.0,16.0,16.0,Isosceles
53.0,64.27,64.27,Isosceles
48.0,43.0,43.0,Isosceles
48.05,48.05,67.19,Isosceles
79.0,6.0,6.0,Isosceles
39.0,74.91,74.91,Isosceles
59.87,7.0,7.0,Isosceles
69.94,95.0,95.0,Isosceles
63.0,63.0,50.0,Isosceles
56.0,56.0,72.0,Isosceles
55.0,55.0,16.0,Isosceles
97.0,97.0,98.0,Isosceles
77.0,77.0,19.81,Isosceles
26.3,26.3,93.0,Isosceles
64.0,5.0,5.0,Isosceles
97.0,97.0,11.0,Isosceles
31.27,11.0,11.0,Isosceles
85.01,5.0,5.0,Isosceles
64.0,96.0,96.0,Isosceles
53.0,36.99,36.99,Isosceles
3.0,3.0,95.0,Isosceles
68.29,83.0,83.0,Isosceles
51.0,51.0,15.64,Isosceles
88.6,96.0,96.0,Isosceles
53.0,53.0,12.0,Isosceles
57.0,57.0,60.0,Isosceles
41.78,41.78,42.09,Isosceles
61.79,61.79,54.56,Isosceles
90.81,90.81,61.0,Isosceles
29.0,66.0,66.0,Isosceles
35.0,35.0,75.0,Isosceles
37.0,65.0,65.0,Isosceles
37.43,37.43,9.26,Isosceles
49.0,99.0,99.0,Isosceles
2.0,66.0,66.0,Isosceles
88.0,54.0,54.0,Isosceles
100.0,23.0,23.0,Isosceles
10.93,10.93,26.0,Isosceles
89.07,78.0,78.0,Isosceles
12.0,67.0,67.0,Isosceles
66.0,66.0,89.18,Isosceles
32.0,32.0,25.0,Isosceles
28.0,28.0,49.0,Isosceles
81.53,81.53,33.0,Isosceles
78.12,58.0,58.0,Isosceles
95.0,1.0,1.0,Isosceles
70.43,70.43,89.91,Isosceles
56.0,56.0,8.0,Isosceles
53.71,53.71,65.0,Isosceles
97.0,97.0,90.0,Isosceles
95.84,95.84,58.0,Isosceles
61.8,44.54,44.54,Isosceles
77.0,77.0,65.0,Isosceles
89.0,89.0,100.0,Isosceles
88.0,67.0,67.0,Isosceles
18.0,18.0,73.0,Isosceles
59.0,59.0,35.0,Isosceles
90.0,2.59,2.59,Isosceles
51.0,91.0,91.0,Isosceles
48.0,48.0,90.0,Isosceles
36.0,36.0,42.0,Isosceles
48.19,84.58,84.58,Isosceles
17.0,17.0,43.0,Isosceles
81.0,81.0,95.0,Isosceles
11.0,59.34,59.34,Isosceles
30.88,30.88,64.0,Isosceles
34.0,34.0,43.93,Isosceles
29.69,40.86,40.86,Isosceles
59.0,98.05,98.05,Isosceles
51.0,51.0,35.0,Isosceles
23.38,23.38,64.0,Isosceles
7.83,12.0,12.0,Isosceles
20.0,96.0,96.0,Isosceles
16.0,12.0,12.0,Isosceles
89.0,16.0,16.0,Isosceles
2.0,2.0,3.0,Isosceles
87.0,67.39,67.39,Isosceles
42.0,73.0,73.0,Isosceles
74.0,49.0,49.0,Isosceles
45.0,45.0,63.0,Isosceles
34.0,34.0,53.0,Isosceles
88.0,60.0,60.0,Isosceles
85.0,12.0,12.0,Isosceles
60.0,45.76,45.76,Isosceles
31.48,93.0,93.0,Isosceles
20.43,81.0,81.0,Isosceles
93.58,55.0,55.0,Isosceles
12.0,12.0,9.0,Isosceles
35.0,31.0,31.0,Isosceles
83.25,30.53,30.53,Isosceles
61.0,31.0,31.0,Isosceles
8.0,1.92,1.92,Isosceles
40.0,40.0,24.0,Isosceles
52.0,73.0,73.0,Isosceles
47.99,47.99,75.0,Isosceles
15.0,15.0,37.02,Isosceles
4.3,4.3,50.0,Isosceles
55.0,96.0,96.0,Isosceles
41.0,54.0,54.0,Isosceles
54.0,7.37,7.37,Isosceles
77.0,77.0,26.0,Isosceles
79.81,79.81,16.0,Isosceles
98.0,47.0,47.0,Isosceles
66.0,40.49,40.49,Isosceles
67.0,67.0,92.0,Isosceles
31.0,31.0,25.0,Isosceles
33.0,33.0,53.0,Isosceles
85.0,87.0,87.0,Isosceles
17.0,17.0,69.0,Isosceles
61.0,49.0,49.0,Isosceles
80.0,80.0,44.81,Isosceles
96.0,96.0,18.0,Isosceles
59.0,59.0,39.0,Isosceles
70.0,39.0,39.0,Isosceles
89.65,65.0,65.0,Isosceles
6.0,87.53,87.53,Isosceles
51.0,30.0,30.0,Isosceles
82.31,10.11,10.11,Isosceles
93.0,93.0,51.0,Isosceles
3.0,95.0,95.0,Isosceles
17.0,22.52,22.52,Isosceles
59.0,59.0,70.27,Isosceles
63.0,41.65,41.65,Isosceles
5.0,46.0,46.0,Isosceles
15.0,15.0,95.0,Isosceles
33.0,36.6,36.6,Isosceles
6.0,6.0,53.0,Isosceles
11.83,11.83,12.0,Isosceles
32.4,32.4,74.7,Isosceles
68.0,68.0,80.0,Isosceles
95.0,55.0,55.0,Isosceles
33.0,33.0,37.0,Isosceles
3.97,3.97,82.21,Isosceles
29.0,29.0,26.71,Isosceles
46.0,46.0,97.0,Isosceles
38.0,95.95,95.95,Isosceles
99.29,99.29,3.0,Isosceles
30.02,79.92,79.92,Isosceles
45.19,28.0,28.0,Isosceles
65.0,60.0,60.0,Isosceles
36.0,36.0,14.41,Isosceles
100.0,27.62,27.62,Isosceles
87.89,84.0,84.0,Isosceles
17.0,50.0,50.0,Isosceles
98.0,98.0,34.0,Isosceles
14.65,93.65,93.65,Isosceles
95.0,95.0,34.0,Isosceles
91.0,91.0,91.0,Isosceles
44.0,70.0,70.0,Isosceles
64.57,49.0,49.0,Isosceles
100.0,100.0,33.08,Isosceles
46.96,46.96,81.0,Isosceles
56.0,56.0,15.0,Isosceles
5.0,37.0,37.0,Isosceles
93.0,93.0,60.0,Isosceles
97.0,97.0,95.53,Isosceles
3.0,24.0,24.0,Isosceles
61.02,30.0,30.0,Isosceles
44.0,12.0,12.0,Isosceles
90.0,92.0,92.0,Isosceles
3.0,3.0,32.04,Isosceles
53.0,53.0,1.82,Isosceles
30.0,30.0,40.56,Isosceles
3.0,3.0,80.0,Isosceles
82.0,5.0,5.0,Isosceles
3.0,3.0,60.0,Isosceles
19.0,19.0,42.0,Isosceles
53.98,53.98,79.0,Isosceles
40.33,5.0,5.0,Isosceles
20.0,72.0,72.0,Isosceles
88.0,23.0,23.0,Isosceles
94.71,35.0,35.0,Isosceles
19.0,19.0,78.0,Isosceles
13.0,93.1,93.1,Isosceles
